DATE,SERIES,OPEN,HIGH,LOW,PREV. CLOSE,LTP,CLOSE,VWAP,52W H,52W L,VOLUME,VALUE,NO. OF  TRADES
13-Oct-2025,EQ,"340.50","342.00","335.15","338.70","338.15","337.95","337.47","358.65","234.01",6785828,"2,29,00,33,535.05",58883
10-Oct-2025,EQ,"345.50","347.30","337.20","344.00","338.40","338.70","341.33","358.65","234.01",5737637,"1,95,84,36,191.95",54823
09-Oct-2025,EQ,"347.25","351.00","343.10","345.10","344.50","344.00","345.97","358.65","234.01",7028656,"2,43,17,17,896.90",70539
08-Oct-2025,EQ,"341.25","350.00","339.50","341.90","345.10","345.10","345.96","358.65","234.01",7955678,"2,75,23,79,482.55",67444
07-Oct-2025,EQ,"343.60","346.25","341.05","343.60","342.00","341.90","343.03","358.65","234.01",5934834,"2,03,58,32,288.10",53921
06-Oct-2025,EQ,"342.00","345.50","338.55","341.55","342.50","343.60","341.85","358.65","234.01",5914399,"2,02,18,29,582.40",46257
03-Oct-2025,EQ,"344.00","344.90","337.60","339.70","342.00","341.55","340.73","376.00","234.01",5833883,"1,98,77,62,812.75",51062
01-Oct-2025,EQ,"341.00","347.70","338.60","339.65","339.40","339.70","342.01","376.00","234.01",9814406,"3,35,66,45,048.80",64950
30-Sep-2025,EQ,"339.75","342.30","337.15","338.10","338.95","339.65","339.67","376.00","234.01",6762730,"2,29,70,87,932.55",102096
29-Sep-2025,EQ,"326.65","339.00","325.50","324.35","337.85","338.10","336.22","376.00","234.01",12616059,"4,24,17,18,600.55",108081
26-Sep-2025,EQ,"329.80","330.00","322.95","329.65","324.50","324.35","325.18","376.00","234.01",5692665,"1,85,11,46,308.90",53513
25-Sep-2025,EQ,"329.10","332.50","327.00","330.35","328.85","329.65","329.64","376.00","234.01",5798602,"1,91,14,53,408.75",55591
24-Sep-2025,EQ,"330.45","332.40","327.00","330.40","330.25","330.35","329.97","376.00","234.01",5489995,"1,81,15,10,828.75",59257
23-Sep-2025,EQ,"328.70","335.20","326.85","325.40","330.60","330.40","331.08","376.00","234.01",7992615,"2,64,62,17,340.75",71875
22-Sep-2025,EQ,"329.00","332.30","322.45","329.55","326.35","325.40","327.44","376.00","234.01",4768219,"1,56,13,29,108.15",55221
19-Sep-2025,EQ,"325.60","334.00","324.80","325.70","330.15","329.55","330.52","376.00","234.01",10022009,"3,31,25,08,289.80",75475
18-Sep-2025,EQ,"324.90","326.15","321.00","323.55","325.60","325.70","323.71","376.00","234.01",5615664,"1,81,78,21,364.40",57528
17-Sep-2025,EQ,"319.85","324.75","319.25","318.25","323.40","323.55","322.56","376.00","234.01",7035565,"2,26,93,89,405.70",78154
16-Sep-2025,EQ,"319.35","321.10","316.50","317.75","318.55","318.25","318.18","376.00","234.01",5381837,"1,71,24,04,438.90",53956
15-Sep-2025,EQ,"318.30","320.70","315.70","318.00","318.85","317.75","317.51","376.00","234.01",4653626,"1,47,75,73,599.15",58715
12-Sep-2025,EQ,"321.05","323.20","317.05","320.00","318.15","318.00","319.09","376.00","234.01",4705998,"1,50,16,30,903.75",67251
11-Sep-2025,EQ,"318.20","326.60","317.50","317.95","320.00","320.00","321.97","376.00","234.01",7529271,"2,42,42,23,557.70",62302
10-Sep-2025,EQ,"315.50","318.25","314.75","313.95","317.70","317.95","316.40","376.00","234.01",5214899,"1,64,99,81,296.50",40227
09-Sep-2025,EQ,"317.80","320.15","313.55","316.45","314.95","313.95","315.68","376.00","234.01",6476251,"2,04,44,43,366.15",42320
08-Sep-2025,EQ,"313.90","318.15","313.55","312.50","316.60","316.45","316.44","376.00","234.01",2002604,"63,37,00,293.20",34345
05-Sep-2025,EQ,"313.00","316.45","311.50","312.90","313.20","312.50","312.99","376.00","234.01",6159420,"1,92,78,11,960.35",68228
04-Sep-2025,EQ,"319.85","319.85","312.50","314.85","313.00","312.90","314.81","376.00","234.01",5225640,"1,64,50,73,203.35",50262
03-Sep-2025,EQ,"314.95","320.50","314.05","314.95","315.00","314.85","316.45","376.00","234.01",6616690,"2,09,38,76,338.65",47095
02-Sep-2025,EQ,"315.90","317.30","312.75","314.75","314.55","314.95","315.22","376.00","234.01",3405312,"1,07,34,08,384.00",40089
01-Sep-2025,EQ,"308.50","315.55","306.80","308.20","314.20","314.75","312.31","376.00","234.01",3672180,"1,14,68,49,046.15",47012
29-Aug-2025,EQ,"310.70","312.30","307.00","310.70","308.55","308.20","308.62","376.00","234.01",4334416,"1,33,76,77,412.35",61909
